127,69
127,221
128,38
128,169
129,38
129,168
130,36
130,168
131,63
131,168
132,78
132,185
133,80
133,166
134,75
134,229
135,79
135,254
136,76
136,167
137,79
137,178
138,79
138,171
139,80
139,166
140,81
140,236
141,39
141,167
142,84
142,166
143,80
143,195
144,87
144,229
145,89
145,169
146,97
146,168
147,97
147,195
148,98
148,189
149,3
149,172
150,102
150,232
151,78
151,167
152,96
152,168
153,69
153,182
154,101
154,189
155,75
155,166
156,99
156,169
157,106
157,165
158,104
158,178
159,106
159,166
160,104
160,163
161,77
161,167
162,96
162,163
163,92
163,210
164,111
164,161
165,27
165,229
166,82
166,159
167,111
167,254
168,112
168,168
169,114
169,216
170,76
170,176
171,61
171,153
172,83
172,187
173,117
173,164
174,93
174,254
175,121
175,171
176,81
176,141
177,34
177,146
178,16
178,126
179,186
179,254
180,5
180,233
181,0
181,254
182,0
182,254
183,8
183,180
184,130
184,133
185,8
185,254
186,0
186,254
187,161
187,161
188,9
188,249
189,28
189,105
190,98
190,188
191,205
191,205
192,149
192,248
193,122
193,222
194,62
194,247
195,109
195,137
196,62
196,249
197,130
197,137
198,0
198,138
199,14
199,137
200,62
200,223
201,126
201,150
202,27
202,135
203,61
203,133
204,63
204,63
205,204
205,204
206,0
206,254
207,12
207,12
208,46
208,46
209,75
209,159
210,76
210,188
211,75
211,75
212,18
212,126
213,0
213,177
214,82
214,234
215,9
215,9
216,0
216,254
217,79
217,215
218,51
218,152
219,76
219,82
220,74
220,82
221,76
221,160
222,79
222,163
223,154
223,173
224,70
224,218
225,92
225,164
226,56
226,254
227,64
227,164
228,152
228,163
229,146
229,253
230,113
230,163
231,35
231,177
232,19
232,204
233,34
233,181
234,145
234,202
235,41
235,225
236,142
236,254
237,75
237,75
238,0
238,254
239,0
239,159
240,0
240,254
241,32
241,141
242,131
242,133
243,20
243,132
244,130
244,130
245,0
245,254
246,223
246,223
247,23
247,23
248,177
248,247
249,23
249,158
250,0
250,254
251,209
251,209
252,116
252,227
253,213
253,213
254,50
254,253
127,69
127,221
126,56
126,168
125,75
125,175
124,75
124,169
123,75
123,181
122,62
122,165
121,26
121,252
120,89
120,254
119,58
119,167
118,87
118,213
117,69
117,247
116,24
116,166
115,57
115,167
114,76
114,167
113,71
113,168
112,87
112,249
111,50
111,253
110,85
110,253
109,85
109,169
108,4
108,168
107,83
107,168
106,85
106,173
105,0
105,170
104,86
104,184
103,0
103,183
102,48
102,183
101,87
101,183
100,87
100,217
99,89
99,167
98,89
98,166
97,23
97,173
96,23
96,167
95,24
95,207
94,25
94,207
93,11
93,207
92,92
92,206
91,103
91,205
90,45
90,170
89,97
89,178
88,103
88,167
87,21
87,180
86,52
86,157
85,51
85,157
84,3
84,155
83,27
83,240
82,17
82,198
81,52
81,178
80,150
80,177
79,66
79,158
78,16
78,173
77,157
77,173
76,159
76,173
75,137
75,191
74,5
74,167
73,53
73,167
72,159
72,159
71,27
71,27
70,87
70,87
69,221
69,221
68,0
68,254
67,112
67,112
66,29
66,31
65,77
65,93
64,12
64,12
63,12
63,155
62,139
62,246
61,74
61,248
60,72
60,248
59,246
59,251
58,12
58,250
57,7
57,250
56,142
56,179
55,229
55,251
54,31
54,229
53,116
53,230
52,114
52,117
51,48
51,198
50,114
50,188
49,46
49,185
48,128
48,235
47,71
47,186
46,126
46,252
45,100
45,253
44,127
44,127
43,136
43,136
42,99
42,103
41,131
41,131
40,179
40,179
39,0
39,254
38,0
38,254
37,127
37,127
36,25
36,133
35,8
35,229
34,0
34,254
33,0
33,254
32,205
32,205
31,10
31,90
30,206
30,206
29,71
29,71
28,73
28,74
27,31
27,109
26,25
26,93
25,25
25,99
24,144
24,144
23,0
23,254
22,144
22,251
21,60
21,121
20,20
20,220
19,19
19,254
18,0
18,135
17,0
17,254
16,129
16,166
15,67
15,132
14,2
14,184
13,131
13,254
12,15
12,120
11,207
11,207
10,159
10,159
9,101
9,126
8,100
8,191
7,0
7,254
6,0
6,254
5,24
5,24
4,168
4,168
3,0
3,114
2,0
2,69
1,0
1,116
0,0
0,254
15,127
201,127
46,128
171,128
14,129
202,129
14,130
244,130
13,131
242,131
0,132
243,132
36,133
242,133
89,134
202,134
18,135
202,135
0,136
201,136
75,137
231,137
92,138
198,138
62,139
218,139
92,140
176,140
35,141
241,141
56,142
236,142
89,143
172,143
22,144
175,144
87,145
234,145
56,146
235,146
83,147
236,147
84,148
235,148
79,149
235,149
80,150
234,150
80,151
170,151
79,152
231,152
81,153
232,153
81,154
232,154
63,155
232,155
78,156
232,156
75,157
233,157
79,158
249,158
10,159
239,159
76,160
234,160
74,161
234,161
76,162
231,162
89,163
230,163
89,164
229,164
16,165
158,165
16,166
235,166
73,167
167,167
4,168
168,168
77,169
156,169
76,170
150,170
75,171
175,171
75,172
149,172
75,173
223,173
0,174
254,174
125,175
254,175
0,176
170,176
80,177
248,177
81,178
158,178
40,179
192,179
87,180
183,180
123,181
233,181
153,182
153,182
101,183
103,183
14,184
147,184
49,185
132,185
47,186
179,186
172,187
172,187
50,188
210,188
148,189
154,189
0,190
254,190
8,191
75,191
0,192
254,192
0,193
254,193
111,194
111,194
143,195
147,195
0,196
254,196
0,197
254,197
19,198
82,198
0,199
254,199
0,200
234,200
0,201
254,201
234,202
234,202
93,203
93,203
92,204
232,204
32,205
191,205
30,206
95,206
11,207
95,207
0,208
254,208
251,209
251,209
163,210
163,210
0,211
254,211
118,212
118,212
117,213
253,213
0,214
254,214
217,215
254,215
169,216
169,216
100,217
100,217
224,218
224,218
226,219
226,219
20,220
20,220
61,221
127,221
193,222
193,222
200,223
246,223
0,224
254,224
235,225
235,225
0,226
254,226
252,227
252,227
0,228
254,228
35,229
167,229
53,230
53,230
0,231
254,231
150,232
150,232
179,233
229,233
214,234
214,234
48,235
48,235
140,236
140,236
0,237
254,237
185,238
185,238
0,239
254,239
83,240
83,240
0,241
254,241
0,242
254,242
0,243
254,243
0,244
254,244
60,245
60,245
59,246
62,246
57,247
248,247
57,248
192,248
55,249
254,249
55,250
58,250
22,251
59,251
45,252
121,252
45,253
254,253
0,254
236,254
15,127
201,127
9,126
212,126
84,125
183,125
17,124
172,124
88,123
254,123
81,122
193,122
21,121
175,121
12,120
171,120
83,119
249,119
87,118
199,118
50,117
254,117
1,116
252,116
0,115
170,115
1,114
169,114
88,113
230,113
67,112
168,112
89,111
167,111
84,110
163,110
27,109
195,109
89,108
198,108
89,107
166,107
21,106
160,106
88,105
189,105
90,104
165,104
42,103
153,103
92,102
212,102
8,101
174,101
8,100
155,100
25,99
172,99
90,98
190,98
89,97
147,97
92,96
162,96
96,95
144,95
92,94
226,94
26,93
227,93
92,92
226,92
93,91
143,91
31,90
254,90
31,89
145,89
97,88
142,88
3,87
144,87
102,86
142,86
106,85
142,85
87,84
142,84
107,83
218,83
83,82
221,82
119,81
221,81
114,80
239,80
123,79
222,79
123,78
221,78
58,77
221,77
18,76
221,76
113,75
237,75
0,74
220,74
28,73
235,73
0,72
60,72
29,71
116,71
21,70
224,70
0,69
153,69
0,68
102,68
15,67
165,67
79,66
79,66
27,65
27,65
0,64
227,64
131,63
204,63
2,62
233,62
171,61
203,61
21,60
21,60
0,59
254,59
19,58
165,58
81,57
226,57
81,56
226,56
81,55
85,55
0,54
86,54
0,53
86,53
81,52
116,52
82,51
218,51
111,50
254,50
0,49
254,49
12,48
102,48
0,47
254,47
3,46
208,46
90,45
90,45
0,44
254,44
0,43
254,43
96,42
241,42
165,41
235,41
177,40
177,40
0,39
141,39
128,38
129,38
0,37
254,37
17,36
233,36
231,35
241,35
177,34
233,34
36,33
36,33
241,32
241,32
26,31
66,31
0,30
254,30
66,29
66,29
189,28
189,28
71,27
202,27
94,26
121,26
25,25
97,25
5,24
116,24
96,23
249,23
18,22
18,22
17,21
87,21
17,20
243,20
17,19
232,19
212,18
212,18
82,17
82,17
78,16
178,16
12,15
12,15
199,14
199,14
63,13
63,13
58,12
207,12
93,11
93,11
31,10
31,10
188,9
215,9
35,8
185,8
57,7
57,7
0,6
254,6
74,5
180,5
108,4
108,4
84,3
149,3
0,2
14,2
0,1
2,1
0,0
239,0
